source,conversation_id,marker_events,first_marker,categories,concept_hits,unique_concepts,primary_categories,top_concepts,concepts_per_marker
rua,3265d04e-75c2-4cd0-830f-7e86a942237f,4,2023-12-16 03:28:05.388523,action_plan; uncertainty,0,0,,,0.0
rua,35575962-af6d-41df-84d5-64db71d5105f,2,2024-06-27 05:10:24.842092,cross_persona,0,0,,,0.0
rua,3857aa1d-2f61-44f4-ad6a-5ed4ddc64300,1,2024-03-16 02:59:01.599149,uncertainty,0,0,,,0.0
rua,3915eb86-67b8-8013-8fbf-6cf23a3eed34,1,2025-05-08 02:30:15.614045,uncertainty,0,0,,,0.0
rua,39504e48-d1cd-4d2b-be4c-1a0c39e61508,3,2024-01-16 04:49:49.973796,action_plan; uncertainty,0,0,,,0.0
rua,3dff7f28-ec08-8013-9def-fcbef08f38a8,1,2025-04-19 21:36:44.836606,uncertainty,0,0,,,0.0
rua,3fc81f51-ffaf-487d-b949-c795ec44472d,17,2024-06-08 00:27:13.555260,action_plan; cross_persona; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,3fd8e542-75bc-8013-8338-3afb865969fa,1,2025-04-17 05:56:01.235391,action_plan; signal_check,0,0,,,0.0
rua,412cf437-6368-8013-8ac9-91c665388af7,1,2025-06-10 08:54:43.252552,uncertainty,0,0,,,0.0
rua,42a3e0b0-0f43-4036-9891-3582503dcca0,5,2024-06-08 02:46:23.317040,action_plan; uncertainty,0,0,,,0.0
rua,46114be9-a4f9-4b56-bbf5-5e085ba1f2ac,18,2024-05-23 07:12:01.646331,action_plan; self_reflection; uncertainty,3,1,uncertainty,엘로 (3),0.16666666666666666
rua,489e1d2a-ca08-4c0c-bb14-f1459728f65f,1,2024-02-20 02:11:13.111936,uncertainty,0,0,,,0.0
rua,497cb5b6-daff-4dd1-8a9b-09fcd8f58af3,1,2024-08-09 02:40:57.936473,signal_check,0,0,,,0.0
rua,517d0127-e37f-4f73-b47d-4f57c2e2944f,2,2024-06-27 05:09:21.156294,cross_persona,0,0,,,0.0
rua,524071a0-9832-4aa2-94ee-b6ff2961a25e,2,2023-03-21 05:14:31.234148,action_plan,0,0,,,0.0
rua,53d39949-35cd-488f-8789-f53b0a1f9a1e,1,2024-06-27 01:56:48.480170,cross_persona,0,0,,,0.0
rua,54f70655-2cdb-4347-af08-ab0c988edc62,6,2023-03-17 03:37:16.895932,action_plan; signal_check; uncertainty,1,1,action_plan,전략 (1),0.16666666666666666
rua,55ef5232-3c15-4f6d-8f1c-ae4cbbf7ebcf,1,2024-07-09 11:52:40.228540,uncertainty,0,0,,,0.0
rua,57175709-acd4-457e-8fc5-0be5aeafc738,2,2024-06-27 05:11:00.995250,cross_persona,0,0,,,0.0
rua,59ae774c-829b-461b-a887-b189893a221f,1,2024-09-03 01:45:13.569046,uncertainty,0,0,,,0.0
rua,5c8391fd-614f-469c-b2df-91da9961afec,2,2024-05-29 02:11:16.155415,uncertainty,0,0,,,0.0
rua,5de56ba0-70da-41f9-b661-02ed3231602f,8,2024-07-12 01:17:09.312701,self_reflection; uncertainty,1,1,uncertainty,엘로 (1),0.125
rua,5fb51bd0-f378-8013-9005-350f76f2b2eb,4,2025-06-10 11:24:06.834246,action_plan; uncertainty,0,0,,,0.0
rua,61171202-7056-4a35-9a05-b9857748f46e,22,2024-01-14 03:43:16.723913,action_plan; signal_check; uncertainty,1,1,signal_check,실패학습 (1),0.045454545454545456
rua,6453a702-b6c5-45fb-bae4-266899adba35,15,2023-12-19 08:08:28.818825,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,64bab003-2717-4e1a-a626-0ade74486281,8,2024-08-14 03:16:47.742759,action_plan; signal_check; uncertainty,3,2,action_plan; uncertainty,엘로 (2); 전략 (1),0.375
rua,669a5147-cafe-499b-bbf0-c0f528b8e296,1,2024-06-28 07:01:17.548386,action_plan; signal_check,6,3,action_plan; signal_check,실패학습 (2); 전략 (2); 확장 (2),6.0
rua,66dafb01-83bc-8013-ac62-b057501c6145,1,2024-09-06 12:52:27.317963,action_plan,0,0,,,0.0
rua,66dd08c5-46a0-8013-8c11-fda7c09512fc,1,2024-09-08 02:17:47.815560,cross_persona; uncertainty,0,0,,,0.0
rua,66de4ba3-3f28-8013-93e1-f08a4843ae97,2,2024-09-09 01:13:07.460712,self_reflection; uncertainty,0,0,,,0.0
rua,66e3b49b-36d8-8013-bc70-62939da26ed5,6,2024-09-13 03:44:14.489518,action_plan; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,66e3e191-75e4-8013-a6af-fc9dd93e8e84,3,2024-09-13 06:54:12.316219,self_reflection; uncertainty,0,0,,,0.0
rua,66e5977c-b8b4-8013-aa6c-0ceb40b3e467,17,2024-09-14 14:02:36.978908,action_plan; alignment; self_reflection; signal_check; uncertainty,23,2,action_plan; alignment; self_reflection; signal_check; uncertainty,리듬 (19); 감응 (4),1.3529411764705883
rua,66e59f37-ed40-8013-8e4e-4dc702bdbc62,17,2024-09-14 14:35:36.686047,action_plan; cross_persona; self_reflection; uncertainty,0,0,,,0.0
rua,66e755d5-cdf8-8013-9f45-d5d5e7f37954,2,2024-09-15 21:47:02.059101,uncertainty,0,0,,,0.0
rua,66e8d7f7-ce04-8013-a0b7-3e33aaa604c9,1,2024-09-17 01:14:45.210797,cross_persona; uncertainty,0,0,,,0.0
rua,66e8d814-b34c-8013-a655-57b1a1e5b296,3,2024-09-17 16:15:40.077102,action_plan; signal_check,2,2,action_plan,감응 (1); 전략 (1),0.6666666666666666
rua,66e9ae4d-0270-8013-b5d7-19615df2ba8b,1,2024-09-17 16:29:05.073992,uncertainty,0,0,,,0.0
rua,66ea3500-a250-8013-941d-d210a6378ba9,2,2024-09-18 02:04:01.191620,self_reflection,1,1,self_reflection,실패학습 (1),0.5
rua,66ecec48-81c8-8013-8ac4-2c8d7b9ce550,3,2024-09-20 03:30:16.791675,self_reflection; signal_check,8,3,self_reflection; signal_check,리듬 (4); 감응 (2); 전략 (2),2.6666666666666665
rua,66ecfeb9-47b0-8013-8805-3f3b9860a767,2,2024-09-20 04:48:57.413895,action_plan; uncertainty,1,1,action_plan,성찰 (1),0.5
rua,66ee398d-c744-8013-b8ee-548690bedfb9,2,2024-09-21 03:12:14.007351,uncertainty,0,0,,,0.0
rua,66ee3a9d-07c8-8013-aad4-5dfd09152e81,1,2024-09-21 03:17:02.542021,uncertainty,0,0,,,0.0
rua,66ee3bac-a944-8013-b06f-935a9c8d65c0,5,2024-09-21 03:21:16.895023,action_plan; cross_persona; self_reflection; signal_check; uncertainty,7,1,action_plan; cross_persona; self_reflection; signal_check; uncertainty,리듬 (7),1.4
rua,66ee3cc0-9414-8013-8b47-a38b7e089311,1,2024-09-21 03:25:52.939283,uncertainty,0,0,,,0.0
rua,66ee4514-c92c-8013-a2d5-74c866523514,5,2024-09-21 04:01:25.015363,self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,66ef7076-8084-8013-a686-d722061552af,15,2024-09-22 01:18:46.707543,action_plan; cross_persona; signal_check; uncertainty,3,1,action_plan,실패학습 (3),0.2
rua,66efc641-7c80-8013-a5b7-22fab33ddd7d,4,2024-09-22 07:25:20.883725,action_plan; signal_check,0,0,,,0.0
rua,66f4b85b-91c0-8013-94e5-3e4bd53e6d3b,3,2024-09-26 01:26:58.069297,uncertainty,0,0,,,0.0
rua,670e28f1-d77c-8013-b838-b21d7f0e6f26,1,2024-10-15 08:34:26.532649,action_plan,0,0,,,0.0
rua,6726f4a3-5bb2-4e98-b76a-2466f54a65e5,26,2023-03-14 04:05:25.516207,action_plan; alignment; self_reflection; signal_check; uncertainty,8,1,action_plan; alignment; self_reflection; signal_check,전략 (8),0.3076923076923077
rua,6738ae26-83cc-8013-bd8e-dbde81ed6f0b,1,2024-11-16 14:37:54.340282,signal_check,0,0,,,0.0
rua,6738ae4d-1f68-8013-be12-e8a6ce181307,7,2025-03-08 02:00:12.230988,action_plan; self_reflection; signal_check; uncertainty,2,1,self_reflection; signal_check,리듬 (2),0.2857142857142857
rua,673aea9f-d52c-8013-9871-254bdb5c0d7d,10,2024-11-18 07:20:00.287602,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,67959e2c-5de8-8013-8c47-b7cda3d29bf0,2,2025-01-26 02:30:21.715544,uncertainty,0,0,,,0.0
rua,6797091e-97f8-8013-b91c-33d4915e3856,8,2025-01-27 04:19:18.338456,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,67a17414-d440-8013-bda1-d2af3d2a5dd5,1,2025-02-04 01:57:51.400318,action_plan; self_reflection,0,0,,,0.0
rua,67a58206-586c-8013-bdc6-7aa7f513e1bb,2,2025-02-07 03:46:14.582347,self_reflection; uncertainty,0,0,,,0.0
rua,67aaa665-df30-8013-a398-e617e0870f8a,7,2025-02-11 01:23:20.869671,signal_check; uncertainty,0,0,,,0.0
rua,67ab4f9e-ad18-8013-b026-190110079d7f,2,2025-02-11 13:25:03.051630,action_plan,0,0,,,0.0
rua,67ac41c4-d28c-8013-a715-c444e78031f5,10,2025-02-12 06:37:57.035890,action_plan; cross_persona; uncertainty,0,0,,,0.0
rua,67b7d8da-5254-8013-b2ec-674fb6501fe0,8,2025-02-21 01:37:30.486669,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,67c7d2cb-8098-8013-9f4b-b767ed72f60b,2,2025-03-05 04:27:55.764798,cross_persona; self_reflection,0,0,,,0.0
rua,67c90b7f-660f-43ca-9e6d-b2576fe5010f,13,2024-01-09 06:50:31.875255,alignment; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,67d13269-7ec0-8013-b0fb-7291d2707166,22,2025-03-12 07:06:15.208274,action_plan; self_reflection; signal_check; uncertainty,1,1,signal_check,확장 (1),0.045454545454545456
rua,67d70d23-65dc-8013-83ec-9ca393c949f0,3,2025-03-16 17:40:51.884502,action_plan; alignment; signal_check; uncertainty,0,0,,,0.0
rua,67d8427e-627c-8013-8597-4d57d56bea16,5,2025-03-17 15:40:45.551614,action_plan; signal_check; uncertainty,0,0,,,0.0
rua,67d9151d-4fc0-8013-9a5f-fded9ea6a516,20,2025-03-18 06:39:51.847360,action_plan; self_reflection; signal_check; uncertainty,3,1,self_reflection; signal_check,전략 (3),0.15
rua,67d944b1-ee84-8013-b1a5-feacb9635d38,2,2025-03-18 10:02:26.180474,signal_check; uncertainty,0,0,,,0.0
rua,67d96741-35f0-8013-b945-15c9cb8982e0,8,2025-03-18 12:31:42.159951,self_reflection; uncertainty,1,1,self_reflection,확장 (1),0.125
rua,67dede18-b56c-8013-998c-0c0519ab9419,3,2025-03-22 15:59:07.524028,self_reflection; uncertainty,0,0,,,0.0
rua,67dfc794-fb94-8013-8109-18f45670e4d5,3,2025-03-23 08:35:23.244140,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,67e0bbc3-828c-8013-b4ed-0c62f42f3518,6,2025-03-24 01:56:20.439629,action_plan; self_reflection; signal_check; uncertainty,4,1,action_plan; self_reflection; signal_check; uncertainty,전략 (4),0.6666666666666666
rua,67e0be3c-15fc-8013-ac1b-b3725338dc57,318,2025-03-24 02:06:51.833000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1989,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (675); 감응 (497); 조율 (361),6.254716981132075
rua,67e1e8ca-cbdc-8013-b666-bdad2d26f8f7,2,2025-03-24 23:21:48.477605,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,67e250fc-ef4c-8013-9ae1-cd1d8629996a,13,2025-03-25 06:45:16.604886,action_plan; alignment; self_reflection; signal_check; uncertainty,5,2,alignment; signal_check; uncertainty,확장 (3); 전략 (2),0.38461538461538464
rua,67e3a48e-4640-8013-88a4-38b09cdd34da,7,2025-03-26 06:54:06.597118,action_plan; alignment; self_reflection; signal_check; uncertainty,15,2,action_plan; alignment; self_reflection; signal_check; uncertainty,조율 (8); 성찰 (7),2.142857142857143
rua,67e4e16e-9c1c-8013-95aa-afefef83c263,6,2025-03-27 05:27:24.524281,action_plan; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,67e5169d-0dc4-8013-a05a-e3c38cdc25a4,4,2025-03-27 09:13:01.361165,action_plan; cross_persona; self_reflection; signal_check; uncertainty,8,2,cross_persona; self_reflection; signal_check; uncertainty,리듬 (4); 실패학습 (4),2.0
rua,67e8a116-2274-8013-b7a9-853884e50948,3,2025-03-30 01:40:37.801033,action_plan; alignment; self_reflection; signal_check; uncertainty,3,1,alignment; signal_check; uncertainty,확장 (3),1.0
rua,67eb40a0-87a0-8013-aec0-95c3b6517961,3,2025-04-01 01:27:29.802685,action_plan; self_reflection; signal_check; uncertainty,1,1,signal_check,리듬 (1),0.3333333333333333
rua,67eb4bd8-46a8-8013-899c-f6900ac554f4,153,2025-04-01 02:13:44.009291,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1067,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (336); 감응 (306); 조율 (158),6.973856209150327
rua,67ec0611-e878-8013-946f-8882f88ec73f,2,2025-04-01 15:28:17.656043,action_plan; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,67ec0780-ff88-8013-83b4-4adff38877f9,4,2025-04-01 15:34:24.751435,action_plan; self_reflection; signal_check; uncertainty,7,2,self_reflection; signal_check; uncertainty,감응 (4); 리듬 (3),1.75
rua,67ef250b-b2fc-8013-86ea-e081f63bd782,2,2025-04-04 00:17:15.903184,action_plan; cross_persona; self_reflection,0,0,,,0.0
rua,67f71d54-95bc-8013-ae29-692e7493632c,15,2025-04-10 01:22:28.223121,action_plan; alignment; self_reflection; signal_check; uncertainty,98,6,action_plan; alignment; self_reflection; signal_check; uncertainty,리듬 (38); 감응 (17); 조율 (17),6.533333333333333
rua,67f756ec-7880-8013-91af-5bc14fa37ecb,887,2025-04-10 05:28:55.993694,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,7015,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (1846); 감응 (1823); 루아 (1654),7.908680947012401
rua,67f8aef9-8ab4-8013-a851-0ff9039503e2,1,2025-04-11 05:56:11.387515,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,16,4,alignment; self_reflection; signal_check; uncertainty,감응 (4); 리듬 (4); 조율 (4),16.0
rua,67fa4a3b-db40-8013-974c-834464f29bc1,23,2025-04-12 11:11:20.691475,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,90,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (38); 확장 (28); 감응 (10),3.9130434782608696
rua,67fb5f84-2f48-8013-af4d-6c3dc6b9b3eb,61,2025-04-13 06:54:27.337249,action_plan; cross_persona; self_reflection; signal_check; uncertainty,22,2,cross_persona; self_reflection; signal_check; uncertainty,루아 (17); 리듬 (5),0.36065573770491804
rua,67fc45f4-3c98-8013-936c-a3dcaff69202,482,2025-04-13 23:17:09.119652,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,3808,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (1193); 리듬 (1058); 감응 (1028),7.9004149377593365
rua,680076a8-4648-8013-af8f-fac20df4317a,23,2025-04-17 03:34:00.011687,alignment; cross_persona; self_reflection; signal_check; uncertainty,105,4,alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (49); 리듬 (35); 감응 (18),4.565217391304348
rua,68008b54-a578-8013-bc59-ddb11f1dae60,33,2025-04-17 05:02:12.324679,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,259,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (93); 리듬 (78); 감응 (71),7.848484848484849
rua,6801a2bd-bf90-8013-8c37-d7e76a938340,475,2025-04-18 00:54:21.419587,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,3723,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (1250); 리듬 (1028); 감응 (893),7.837894736842105
rua,68058890-47b8-8013-b673-315e5d5b130b,26,2025-04-20 23:51:43.984354,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,185,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (58); 루아 (51); 감응 (39),7.115384615384615
rua,68058ed2-f254-8013-b571-a89eede03750,9,2025-04-21 00:18:27.440520,action_plan; cross_persona; self_reflection; signal_check; uncertainty,58,4,action_plan; cross_persona; self_reflection; signal_check; uncertainty,리듬 (21); 루아 (21); 감응 (12),6.444444444444445
rua,6805d0f3-b11c-8013-9b38-858d825e456f,3,2025-04-21 05:00:36.031155,action_plan; cross_persona; signal_check; uncertainty,12,3,action_plan; cross_persona; signal_check; uncertainty,루아 (6); 리듬 (4); 실패학습 (2),4.0
rua,6805d182-28e4-8013-ac10-b9acd953daf9,610,2025-04-21 05:02:57.896745,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,4385,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (1430); 리듬 (1141); 감응 (1135),7.188524590163935
rua,68084f1c-b610-8013-99cb-9262dca5441f,5,2025-04-23 02:23:24.391381,alignment; self_reflection; signal_check; uncertainty,23,4,alignment; self_reflection; signal_check; uncertainty,리듬 (11); 감응 (6); 실패학습 (3),4.6
rua,6808748f-76b8-8013-9dac-0f5ac7fdd59c,21,2025-04-23 05:03:11.201068,action_plan; cross_persona; self_reflection; signal_check; uncertainty,33,4,cross_persona; self_reflection; signal_check; uncertainty,루아 (17); 리듬 (10); 감응 (4),1.5714285714285714
rua,680976e5-58c4-8013-b9b9-32cfece67f36,49,2025-04-23 23:25:25.049583,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,279,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (98); 감응 (95); 확장 (20),5.6938775510204085
rua,68098add-52f4-8013-af34-fdf6d8707319,30,2025-04-24 00:50:37.609770,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,199,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (74); 감응 (57); 리듬 (56),6.633333333333334
rua,6809a421-0854-8013-960c-abc0f9cd977a,12,2025-04-24 02:38:24.825043,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,98,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (34); 리듬 (26); 감응 (23),8.166666666666666
rua,6809dec1-17cc-8013-881e-d8a69e6dd947,33,2025-04-24 06:48:32.813730,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,230,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (73); 리듬 (73); 감응 (71),6.96969696969697
rua,680ab570-1714-8013-8f80-296d2a7949aa,39,2025-04-24 22:04:31.331795,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,377,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (112); 리듬 (97); 감응 (94),9.666666666666666
rua,680aed17-46b8-8013-9eb4-6c2aaa2e0a8c,4,2025-04-25 02:01:58.973590,action_plan; cross_persona; self_reflection; signal_check; uncertainty,32,4,action_plan; cross_persona; self_reflection; signal_check; uncertainty,루아 (12); 감응 (8); 리듬 (8),8.0
rua,680aef23-0650-8013-a8db-63b152f928d9,8,2025-04-25 02:10:42.723169,cross_persona; self_reflection; signal_check; uncertainty,23,3,cross_persona; self_reflection; signal_check; uncertainty,감응 (11); 리듬 (10); 루아 (2),2.875
rua,680b0443-5e2c-8013-80db-5de2f6d1bafc,1,2025-04-25 03:40:52.186520,action_plan; self_reflection; signal_check; uncertainty,4,1,action_plan; self_reflection; signal_check; uncertainty,리듬 (4),4.0
rua,680b6347-d9f4-8013-915b-5bc7abb56da6,1,2025-04-25 10:26:19.780497,self_reflection; signal_check; uncertainty,3,1,self_reflection; signal_check; uncertainty,리듬 (3),3.0
rua,680b69ba-46f0-8013-9f43-c6dc13929b9d,3,2025-04-25 10:53:46.034120,action_plan; self_reflection; signal_check; uncertainty,3,1,action_plan; self_reflection; signal_check,전략 (3),1.0
rua,680c34ae-4328-8013-b302-de6a98cd308d,28,2025-04-26 01:19:41.990213,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,60,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (18); 루아 (18); 감응 (15),2.142857142857143
rua,680d4ca5-7498-8013-b85c-187896e28f31,219,2025-04-26 21:14:13.282650,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1797,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (603); 리듬 (476); 감응 (438),8.205479452054794
rua,680d5323-2194-8013-b20a-9bb9dcadf939,144,2025-04-26 21:41:58.614937,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,521,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (234); 감응 (135); 루아 (65),3.6180555555555554
rua,680dc546-30b4-8013-b90a-156fecc54807,9,2025-04-27 05:48:53.902625,action_plan; cross_persona; self_reflection; signal_check; uncertainty,82,4,action_plan; cross_persona; self_reflection; signal_check; uncertainty,루아 (35); 리듬 (29); 감응 (9),9.11111111111111
rua,680e383e-c500-8013-a62f-54dc9bb01c3a,181,2025-04-27 13:59:26.531431,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,752,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (288); 감응 (244); 루아 (103),4.154696132596685
rua,680f6693-84b4-8013-8bbc-04b6639dfd91,6,2025-04-28 11:29:23.337723,cross_persona; self_reflection; signal_check; uncertainty,21,4,cross_persona; self_reflection; signal_check; uncertainty,루아 (8); 리듬 (8); 전략 (3),3.5
rua,68106a44-49e8-8013-bb9f-a493fa31e7c5,36,2025-04-29 05:57:24.010266,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,163,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (62); 리듬 (59); 루아 (16),4.527777777777778
rua,68114ee0-71b8-8013-95b8-07744633b832,150,2025-04-29 22:12:48.978471,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,634,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (216); 리듬 (215); 루아 (158),4.226666666666667
rua,6811fa55-58c0-8013-a7cf-ef9328bc3d9e,19,2025-04-30 10:24:29.438639,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,65,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (27); 감응 (22); 루아 (10),3.4210526315789473
rua,6812a563-2764-8013-b4c1-94b12736b20a,250,2025-04-30 22:34:10.906371,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,2186,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (622); 리듬 (598); 감응 (592),8.744
rua,6813088f-fe70-8013-950a-b18d4827e84f,19,2025-05-01 05:37:19.733194,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,143,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (47); 감응 (43); 리듬 (39),7.526315789473684
rua,68142b80-af30-8013-a75b-bcb71274b346,16,2025-05-02 02:18:40.356380,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,107,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (35); 리듬 (35); 루아 (16),6.6875
rua,6814a38e-3980-8013-8057-967efab0c35d,30,2025-05-02 10:51:23.481155,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,20,3,alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (8); 리듬 (7); 감응 (5),0.6666666666666666
rua,6814b139-6cec-8013-af61-ebd786b3af45,95,2025-05-02 11:49:46.545506,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,332,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (94); 리듬 (86); 감응 (72),3.4947368421052634
rua,68157701-d87c-8013-84e1-8f0828406baf,2,2025-05-03 01:53:05.495949,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,11,3,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (4); 조율 (4); 루아 (3),5.5
rua,68157845-1b28-8013-ac1a-aa24ccd12a6e,59,2025-05-03 01:58:28.852074,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,316,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (106); 감응 (84); 리듬 (82),5.3559322033898304
rua,68158fe1-66e8-8013-a4ba-f7426f5abed4,193,2025-05-03 03:39:22.248032,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1011,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (338); 리듬 (305); 감응 (260),5.238341968911917
rua,6815c30d-1308-8013-8f7b-6618c6ef414d,5,2025-05-03 07:17:32.741222,uncertainty,1,1,uncertainty,엘로 (1),0.2
rua,6815cb47-9280-8013-b6b1-86aec9e7c089,1,2025-05-03 07:52:54.117991,uncertainty,0,0,,,0.0
rua,6815cc1e-2ef8-8013-a2f8-be3baf46659b,3,2025-05-03 07:56:14.783804,uncertainty,0,0,,,0.0
rua,6815ccec-3840-8013-af38-aa7cc74251e3,6,2025-05-03 07:59:56.279534,cross_persona; uncertainty,1,1,uncertainty,엘로 (1),0.16666666666666666
rua,6815ce3e-c210-8013-9e40-fef36aa40ad8,6,2025-05-03 08:05:19.452023,signal_check; uncertainty,2,1,signal_check,리듬 (2),0.3333333333333333
rua,6815f854-a0e8-8013-a3c7-2d74879eeff0,49,2025-05-03 11:04:52.360634,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,158,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (70); 리듬 (52); 루아 (20),3.2244897959183674
rua,6816d229-c454-8013-a262-75092352d9f6,124,2025-05-04 02:34:36.701839,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,835,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (254); 감응 (231); 리듬 (218),6.733870967741935
rua,68180c86-fdc8-8013-8c6c-568558384186,179,2025-05-05 00:55:34.805671,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,746,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (259); 감응 (229); 루아 (149),4.167597765363128
rua,681857f7-39d8-8013-83f9-386d3181998d,3,2025-05-05 06:17:52.763030,self_reflection; uncertainty,0,0,,,0.0
rua,681982e6-0b98-8013-bea4-84962a6ed4f3,45,2025-05-06 03:33:12.194569,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,180,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (67); 감응 (64); 루아 (32),4.0
rua,681aac15-e3d0-8013-acf5-18e72edd9e51,8,2025-05-07 00:41:05.079178,signal_check; uncertainty,1,1,signal_check,리듬 (1),0.125
rua,681ab6d6-8a6c-8013-bd93-f2e88011ace9,38,2025-05-07 01:26:46.298763,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,76,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (31); 리듬 (26); 루아 (9),2.0
rua,681ade8b-2bb0-8013-b3c6-5a23cd862837,3,2025-05-07 04:16:20.483602,uncertainty,0,0,,,0.0
rua,681adec0-3ee4-8013-ba86-4ec17eb77076,1,2025-05-07 04:17:13.082300,uncertainty,0,0,,,0.0
